"Date,""Open"",""High"",""Low"",""Close"",""Result ‌CCI‌ (20)"""
"Tue Jan 12 2021 11:15:00 GMT+0530 (India Standard Time),""15560.00"",""15571.50"",""15552.40"",""15562.05"",""-1.37"""
"Tue Jan 12 2021 11:30:00 GMT+0530 (India Standard Time),""15561.55"",""15570.05"",""15556.80"",""15560.65"",""-2.87"""
"Tue Jan 12 2021 11:45:00 GMT+0530 (India Standard Time),""15560.35"",""15571.50"",""15548.30"",""15563.20"",""-16.90"""
"Tue Jan 12 2021 12:00:00 GMT+0530 (India Standard Time),""15563.70"",""15633.15"",""15561.65"",""15613.15"",""150.60"""
"Tue Jan 12 2021 12:15:00 GMT+0530 (India Standard Time),""15614.70"",""15631.25"",""15603.75"",""15631.25"",""181.55"""
"Tue Jan 12 2021 12:30:00 GMT+0530 (India Standard Time),""15631.15"",""15683.80"",""15620.70"",""15677.20"",""234.20"""
"Tue Jan 12 2021 12:45:00 GMT+0530 (India Standard Time),""15678.25"",""15687.60"",""15663.80"",""15673.10"",""213.55"""
"Tue Jan 12 2021 13:00:00 GMT+0530 (India Standard Time),""15674.00"",""15703.30"",""15672.00"",""15683.20"",""192.07"""
"Tue Jan 12 2021 13:15:00 GMT+0530 (India Standard Time),""15682.45"",""15698.20"",""15677.25"",""15682.35"",""155.48"""
"Tue Jan 12 2021 13:30:00 GMT+0530 (India Standard Time),""15682.45"",""15708.10"",""15682.00"",""15705.10"",""146.71"""
"Tue Jan 12 2021 13:45:00 GMT+0530 (India Standard Time),""15706.00"",""15726.30"",""15682.65"",""15717.70"",""135.63"""
"Tue Jan 12 2021 14:00:00 GMT+0530 (India Standard Time),""15717.55"",""15730.90"",""15700.80"",""15730.90"",""127.81"""
"Tue Jan 12 2021 14:15:00 GMT+0530 (India Standard Time),""15729.75"",""15732.80"",""15712.55"",""15722.40"",""113.24"""
"Tue Jan 12 2021 14:30:00 GMT+0530 (India Standard Time),""15723.35"",""15727.30"",""15694.75"",""15710.25"",""88.94"""
