"Date,""Open"",""High"",""Low"",""Close"",""Result ‌CCI‌ (20)"""
"Tue Jun 25 2024 10:30:00 GMT+0530 (India Standard Time),""23207.45"",""23222.80"",""23198.20"",""23207.80"",""132.43"""
"Tue Jun 25 2024 10:45:00 GMT+0530 (India Standard Time),""23205.75"",""23240.15"",""23204.95"",""23232.75"",""125.38"""
"Tue Jun 25 2024 11:00:00 GMT+0530 (India Standard Time),""23232.60"",""23246.15"",""23210.75"",""23220.35"",""107.70"""
"Tue Jun 25 2024 11:15:00 GMT+0530 (India Standard Time),""23219.40"",""23220.70"",""23190.55"",""23198.55"",""77.55"""
"Tue Jun 25 2024 11:30:00 GMT+0530 (India Standard Time),""23199.15"",""23211.75"",""23190.95"",""23209.90"",""70.55"""
"Tue Jun 25 2024 11:45:00 GMT+0530 (India Standard Time),""23209.45"",""23219.35"",""23199.65"",""23209.00"",""68.36"""
"Tue Jun 25 2024 12:00:00 GMT+0530 (India Standard Time),""23208.50"",""23229.30"",""23202.20"",""23221.30"",""69.74"""
"Tue Jun 25 2024 12:15:00 GMT+0530 (India Standard Time),""23224.50"",""23342.15"",""23211.80"",""23318.40"",""126.64"""
"Tue Jun 25 2024 12:30:00 GMT+0530 (India Standard Time),""23318.10"",""23433.55"",""23316.65"",""23389.75"",""190.86"""
"Tue Jun 25 2024 12:45:00 GMT+0530 (India Standard Time),""23391.60"",""23452.90"",""23384.90"",""23419.75"",""210.36"""
"Tue Jun 25 2024 13:00:00 GMT+0530 (India Standard Time),""23420.10"",""23461.60"",""23401.55"",""23444.80"",""206.02"""
"Tue Jun 25 2024 13:15:00 GMT+0530 (India Standard Time),""23443.15"",""23487.10"",""23438.00"",""23464.20"",""185.17"""
"Tue Jun 25 2024 13:30:00 GMT+0530 (India Standard Time),""23465.80"",""23490.60"",""23442.85"",""23476.15"",""153.28"""
"Tue Jun 25 2024 13:45:00 GMT+0530 (India Standard Time),""23477.55"",""23498.45"",""23460.50"",""23480.55"",""133.92"""
"Tue Jun 25 2024 14:00:00 GMT+0530 (India Standard Time),""23482.65"",""23525.90"",""23468.60"",""23499.15"",""124.78"""
"Tue Jun 25 2024 14:15:00 GMT+0530 (India Standard Time),""23500.55"",""23503.85"",""23448.70"",""23484.70"",""98.41"""
"Tue Jun 25 2024 14:30:00 GMT+0530 (India Standard Time),""23485.25"",""23513.30"",""23472.30"",""23501.85"",""95.33"""
"Tue Jun 25 2024 14:45:00 GMT+0530 (India Standard Time),""23503.30"",""23521.55"",""23470.55"",""23484.45"",""83.76"""
"Tue Jun 25 2024 15:00:00 GMT+0530 (India Standard Time),""23484.60"",""23529.50"",""23459.70"",""23526.65"",""82.75"""
"Tue Jun 25 2024 15:15:00 GMT+0530 (India Standard Time),""23526.25"",""23577.50"",""23511.60"",""23518.55"",""91.82"""
"Wed Jun 26 2024 09:15:00 GMT+0530 (India Standard Time),""23518.85"",""23561.80"",""23470.25"",""23470.25"",""67.02"""
"Wed Jun 26 2024 09:30:00 GMT+0530 (India Standard Time),""23471.50"",""23521.80"",""23448.15"",""23462.95"",""49.20"""
"Wed Jun 26 2024 09:45:00 GMT+0530 (India Standard Time),""23459.40"",""23471.75"",""23423.90"",""23435.25"",""23.43"""
"Wed Jun 26 2024 10:00:00 GMT+0530 (India Standard Time),""23434.95"",""23438.65"",""23402.10"",""23414.30"",""-2.04"""
"Wed Jun 26 2024 10:15:00 GMT+0530 (India Standard Time),""23413.50"",""23491.90"",""23413.50"",""23459.90"",""21.79"""
"Wed Jun 26 2024 10:30:00 GMT+0530 (India Standard Time),""23460.70"",""23474.30"",""23427.50"",""23449.05"",""6.34"""
"Wed Jun 26 2024 10:45:00 GMT+0530 (India Standard Time),""23446.30"",""23508.15"",""23443.40"",""23496.65"",""42.66"""
"Wed Jun 26 2024 11:00:00 GMT+0530 (India Standard Time),""23496.10"",""23543.20"",""23496.10"",""23512.10"",""106.77"""
"Wed Jun 26 2024 11:15:00 GMT+0530 (India Standard Time),""23509.50"",""23573.50"",""23503.50"",""23562.80"",""167.54"""
"Wed Jun 26 2024 11:30:00 GMT+0530 (India Standard Time),""23561.80"",""23592.50"",""23549.15"",""23565.45"",""192.45"""
"Wed Jun 26 2024 11:45:00 GMT+0530 (India Standard Time),""23565.25"",""23586.40"",""23560.95"",""23577.35"",""177.51"""
"Wed Jun 26 2024 12:00:00 GMT+0530 (India Standard Time),""23578.20"",""23608.00"",""23555.85"",""23579.95"",""161.23"""
"Wed Jun 26 2024 12:15:00 GMT+0530 (India Standard Time),""23581.30"",""23609.70"",""23570.50"",""23571.30"",""139.78"""
"Wed Jun 26 2024 12:30:00 GMT+0530 (India Standard Time),""23569.65"",""23599.45"",""23563.65"",""23593.55"",""121.34"""
"Wed Jun 26 2024 12:45:00 GMT+0530 (India Standard Time),""23593.45"",""23595.90"",""23556.10"",""23565.85"",""88.47"""
"Wed Jun 26 2024 13:00:00 GMT+0530 (India Standard Time),""23566.50"",""23582.35"",""23518.20"",""23571.35"",""59.09"""
"Wed Jun 26 2024 13:15:00 GMT+0530 (India Standard Time),""23569.80"",""23605.40"",""23569.80"",""23599.90"",""97.13"""
"Wed Jun 26 2024 13:30:00 GMT+0530 (India Standard Time),""23599.90"",""23615.50"",""23575.85"",""23582.20"",""86.84"""
"Wed Jun 26 2024 13:45:00 GMT+0530 (India Standard Time),""23583.65"",""23602.60"",""23581.35"",""23588.80"",""78.68"""
"Wed Jun 26 2024 14:00:00 GMT+0530 (India Standard Time),""23588.80"",""23627.40"",""23587.40"",""23622.70"",""96.28"""
"Wed Jun 26 2024 14:15:00 GMT+0530 (India Standard Time),""23623.15"",""23632.05"",""23595.10"",""23605.40"",""86.70"""
"Wed Jun 26 2024 14:30:00 GMT+0530 (India Standard Time),""23606.70"",""23635.60"",""23595.30"",""23620.35"",""89.12"""
"Wed Jun 26 2024 14:45:00 GMT+0530 (India Standard Time),""23622.35"",""23638.80"",""23603.55"",""23625.40"",""93.78"""
"Wed Jun 26 2024 15:00:00 GMT+0530 (India Standard Time),""23625.35"",""23626.40"",""23568.25"",""23581.80"",""46.86"""
"Wed Jun 26 2024 15:15:00 GMT+0530 (India Standard Time),""23579.70"",""23606.60"",""23518.45"",""23518.45"",""-46.21"""
"Thu Jun 27 2024 09:15:00 GMT+0530 (India Standard Time),""23638.20"",""23638.20"",""23504.45"",""23551.35"",""-29.48"""
"Thu Jun 27 2024 09:30:00 GMT+0530 (India Standard Time),""23550.70"",""23599.95"",""23538.95"",""23578.30"",""-25.88"""
"Thu Jun 27 2024 09:45:00 GMT+0530 (India Standard Time),""23582.20"",""23701.75"",""23578.55"",""23697.95"",""236.62"""
"Thu Jun 27 2024 10:00:00 GMT+0530 (India Standard Time),""23696.70"",""23763.20"",""23692.50"",""23730.20"",""322.94"""
"Thu Jun 27 2024 10:15:00 GMT+0530 (India Standard Time),""23730.20"",""23744.60"",""23694.60"",""23720.15"",""224.76"""
"Thu Jun 27 2024 10:30:00 GMT+0530 (India Standard Time),""23721.60"",""23727.90"",""23577.05"",""23578.90"",""41.22"""
"Thu Jun 27 2024 10:45:00 GMT+0530 (India Standard Time),""23578.55"",""23619.45"",""23544.55"",""23616.25"",""-26.72"""
"Thu Jun 27 2024 11:00:00 GMT+0530 (India Standard Time),""23613.45"",""23657.75"",""23599.90"",""23654.90"",""53.08"""
"Thu Jun 27 2024 11:15:00 GMT+0530 (India Standard Time),""23652.75"",""23663.05"",""23611.55"",""23636.85"",""47.02"""
"Thu Jun 27 2024 11:30:00 GMT+0530 (India Standard Time),""23636.95"",""23664.40"",""23621.70"",""23656.65"",""59.48"""
"Thu Jun 27 2024 11:45:00 GMT+0530 (India Standard Time),""23656.25"",""23658.70"",""23629.85"",""23656.60"",""53.86"""
"Thu Jun 27 2024 12:00:00 GMT+0530 (India Standard Time),""23656.80"",""23692.35"",""23646.45"",""23692.35"",""96.77"""
"Thu Jun 27 2024 12:15:00 GMT+0530 (India Standard Time),""23690.85"",""23705.25"",""23668.85"",""23671.55"",""93.90"""
"Thu Jun 27 2024 12:30:00 GMT+0530 (India Standard Time),""23672.95"",""23695.25"",""23651.30"",""23670.10"",""68.90"""
"Thu Jun 27 2024 12:45:00 GMT+0530 (India Standard Time),""23668.15"",""23701.25"",""23617.40"",""23626.00"",""23.26"""
"Thu Jun 27 2024 13:00:00 GMT+0530 (India Standard Time),""23625.05"",""23642.95"",""23619.50"",""23638.35"",""-5.38"""
"Thu Jun 27 2024 13:15:00 GMT+0530 (India Standard Time),""23639.05"",""23675.15"",""23627.00"",""23638.05"",""16.70"""
"Thu Jun 27 2024 13:30:00 GMT+0530 (India Standard Time),""23639.65"",""23656.75"",""23617.15"",""23641.50"",""-0.56"""
"Thu Jun 27 2024 13:45:00 GMT+0530 (India Standard Time),""23642.25"",""23648.95"",""23598.15"",""23639.50"",""-24.12"""
"Thu Jun 27 2024 14:00:00 GMT+0530 (India Standard Time),""23642.10"",""23658.90"",""23585.25"",""23624.15"",""-50.18"""
"Thu Jun 27 2024 14:15:00 GMT+0530 (India Standard Time),""23622.65"",""23630.30"",""23576.95"",""23590.10"",""-116.19"""
"Thu Jun 27 2024 14:30:00 GMT+0530 (India Standard Time),""23590.65"",""23654.75"",""23566.35"",""23651.85"",""-65.67"""
